article_id,filename,year,decade,journal,title,doi,coding_basis,Source_Type,Peer_Review,Evidence_Type,Primary_Methodology,Library_Context,Game_Format,Service_Area,Audience,Intended_Outcome,Evidence_Confidence,Service_Conditions_Addressed,Conceptual_Theme,Coding_Confidence
F184A84D09,rosenblatt1994(F184A84D09).md,1994,1990s,Cataloging & Classification Quarterly,The National Coordinated Cataloging Program from the Participant's Perspective,10.1300/J104v17n03_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access|programming_and_facilitation,not_applicable,cultural_stewardship_and_preservation,,,,low
0C64A637F9,harriman1994(0C64A637F9).md,1994,1990s,Cataloging & Classification Quarterly,The News in Review:,10.1300/J104v17n03_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access|programming_and_facilitation,not_applicable,cultural_stewardship_and_preservation,,,,low
868A98FA23,bibl1994(868A98FA23).md,1994,1990s,Cataloging & Classification Quarterly,"The Online Cataloguing of Government Publications of Southern Africa at the State Library, Pretoria",10.1300/J104v18n03_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
630A2DF1FA,donovan1994(630A2DF1FA).md,1994,1990s,Cataloging & Classification Quarterly,"University of California, San Diego's Experience Creating and Updating Machine-Readable GPO Records",10.1300/J104v18n03_13,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
6C6383F1F0,ma1994(6C6383F1F0).md,1994,1990s,Cataloging & Classification Quarterly,Veterinary Subject Headings and Classification:,10.1300/J104v18n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
414394C633,mls1994(414394C633).md,1994,1990s,Cataloging & Classification Quarterly,What Is a Work? Part 1:,10.1300/J104v19n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
24857660BA,ba1995(24857660BA).md,1995,1990s,Cataloging & Classification Quarterly,A Comparison of AACR2R and French Cataloging Rules,10.1300/J104v20n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,theoretical_or_conceptual,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
3EE550AEC6,langridge1995(3EE550AEC6).md,1995,1990s,Cataloging & Classification Quarterly,Alternative Starting Points in Classification,10.1300/J104v19n03_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,learning_and_literacy,,,,low
F94CB5B455,mslis1995(F94CB5B455).md,1995,1990s,Cataloging & Classification Quarterly,Ambiguities in the Use of Certain Library of Congress Subject Headings for Form and Genre Access to Moving Image Materials,10.1300/J104v20n01_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
D1D88381CC,fattahi1995(D1D88381CC).md,1995,1990s,Cataloging & Classification Quarterly,Anglo-American Cataloguing Rules in the Online Environment,10.1300/J104v20n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
8D6C75D583,bangalore1995(8D6C75D583).md,1995,1990s,Cataloging & Classification Quarterly,Authority Files in Online Catalogs Revisited,10.1300/J104v20n03_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
6B88A9D812,ayres1995(6B88A9D812).md,1995,1990s,Cataloging & Classification Quarterly,Bibliographic Control at the Cross Roads,10.1300/J104v20n03_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
FBF14D745E,thomas1995(FBF14D745E).md,1995,1990s,Cataloging & Classification Quarterly,Bliss Classification Update,10.1300/J104v19n03_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
6C6A23558A,thomas1995(6C6A23558A).md,1995,1990s,Cataloging & Classification Quarterly,Blissful Beliefs:,10.1300/J104v19n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,learning_and_literacy|creativity_and_production,,,,low
93E3D9EF8C,mls1995(93E3D9EF8C).md,1995,1990s,Cataloging & Classification Quarterly,Comparison and Evaluation of OPAC End-User Interfaces,10.1300/J104v19n02_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,instrument_or_framework_development,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
5C9F48FBB7,elsherbini1995(5C9F48FBB7).md,1995,1990s,Cataloging & Classification Quarterly,Contract Cataloging,10.1300/J104v20n03_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
609B398107,ba1995(609B398107).md,1995,1990s,Cataloging & Classification Quarterly,Dates in Added Entries,10.1300/J104v20n02_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
63DA888EAF,ba1995(63DA888EAF).md,1995,1990s,Cataloging & Classification Quarterly,Electronic Dewey:,10.1300/J104v19n03_17,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
84AC52B2C1,mls1995(84AC52B2C1).md,1995,1990s,Cataloging & Classification Quarterly,Form and Genre Headings in Serials Cataloging,10.1300/J104v20n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,cultural_heritage_institution,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
49AE907943,phd1995(49AE907943).md,1995,1990s,Cataloging & Classification Quarterly,How Green Is Your Catalog? Access to Environmental Information,10.1300/J104v20n02_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,general_public,equitable_access,,,,low
599E11DBB3,phd1995(599E11DBB3).md,1995,1990s,Cataloging & Classification Quarterly,How to Study Classification Systems and Their Appropriateness for Individual Institutions,10.1300/J104v19n03_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D143BD5878,mslis1995(D143BD5878).md,1995,1990s,Cataloging & Classification Quarterly,Improvisations in Cataloging of Theses and Dissertations,10.1300/J104v20n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,discovery_and_advisory|cultural_stewardship_and_preservation,,,,low
D4D55B530F,ba1995(D4D55B530F).md,1995,1990s,Cataloging & Classification Quarterly,Intentional Use of Multiple Classification Schemes in United States Libraries,10.1300/J104v19n03_13,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,qualitative_study,unspecified_library_context,unspecified_game_format,collections_and_access,educators,not_applicable,,,,medium
9B74D3B1BD,bs1995(9B74D3B1BD).md,1995,1990s,Cataloging & Classification Quarterly,Knowledge and the Educational Purposes of Higher Education:,10.1300/J104v19n03_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,learning_and_literacy,not_applicable,learning_and_literacy,,,,low
69CAC26997,dls1995(69CAC26997).md,1995,1990s,Cataloging & Classification Quarterly,Library Classification and Information Retrieval Thesauri:,10.1300/J104v19n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
A28E7CC492,chan1995(A28E7CC492).md,1995,1990s,Cataloging & Classification Quarterly,Library of Congress Classification:,10.1300/J104v19n03_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
CECE030FEF,phd1995(CECE030FEF).md,1995,1990s,Cataloging & Classification Quarterly,Options in Classification Available Through Modern Technology,10.1300/J104v19n03_16,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,creativity_and_production,,,,low
0C76EE3392,ba1995(0C76EE3392).md,1995,1990s,Cataloging & Classification Quarterly,Options in the Dewey Decimal Classification System:,10.1300/J104v19n03_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
4CD46E35C8,ba1995(4CD46E35C8).md,1995,1990s,Cataloging & Classification Quarterly,Reader-Interest Classification:,10.1300/J104v19n03_12,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,engagement_and_participation,,,,low
BAA3528F6B,pattie1995(BAA3528F6B).md,1995,1990s,Cataloging & Classification Quarterly,Reclassification Revisited:,10.1300/J104v19n03_15,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
49DE4FBD6F,phd1995(49DE4FBD6F).md,1995,1990s,Cataloging & Classification Quarterly,Subject Access to African American Studies Resources in Online Catalogs: Issues and Answers,10.1300/J104v19n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
332CB40C44,phd1995(332CB40C44).md,1995,1990s,Cataloging & Classification Quarterly,Subject Access to Individual Works of Fiction,10.1300/J104v20n02_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
8BD9F1228A,gitisetan1995(8BD9F1228A).md,1995,1990s,Cataloging & Classification Quarterly,Subjects of Concern,10.1300/J104v20n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,educators|general_public,not_applicable,,,,low
8BA646ACC0,studwell1995(8BA646ACC0).md,1995,1990s,Cataloging & Classification Quarterly,Ten Years After the Question,10.1300/J104v20n03_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
3BB3A5CFC7,brisson1995(3BB3A5CFC7).md,1995,1990s,Cataloging & Classification Quarterly,The Cataloger's Workstation and the Continuing Transformation of Cataloging,10.1300/J104v20n01_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,implementation_case,case_or_design_study,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation|institutional_capacity,,,,medium
F885E43E5F,hsu1995(F885E43E5F).md,1995,1990s,Cataloging & Classification Quarterly,The Classification Schemes of The Research Libraries of The New York Public Library,10.1300/J104v19n03_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,public_library,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
0FB9667A92,mals1995(0FB9667A92).md,1995,1990s,Cataloging & Classification Quarterly,The Luiseñio Culture Bank,10.1300/J104v20n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,community_and_inclusion,educators,learning_and_literacy,,,,low
21CC304728,amls1995(21CC304728).md,1995,1990s,Cataloging & Classification Quarterly,The Reclassification Decision:,10.1300/J104v19n03_14,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,academic_library,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
E51F940F71,ms1995(E51F940F71).md,1995,1990s,Cataloging & Classification Quarterly,"Undifferentiated Names: A Cataloging Rule Overlooked by Catalogers, Reference Librarians, and Library Users",10.1300/J104v19n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,educators|general_public,cultural_stewardship_and_preservation,,,,low
9C02796C64,ma1995(9C02796C64).md,1995,1990s,Cataloging & Classification Quarterly,Universal Decimal Classification Update,10.1300/J104v19n03_10,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
94A5EC8241,mls1995(94A5EC8241).md,1995,1990s,Cataloging & Classification Quarterly,What Is a Work? Part 2: The Anglo-American Cataloging Codes,10.1300/J104v19n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
CD2EE5C20C,mls1995(CD2EE5C20C).md,1995,1990s,Cataloging & Classification Quarterly,What Is a Work? Part 3,10.1300/J104v20n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D655C25D0C,mls1995(D655C25D0C).md,1995,1990s,Cataloging & Classification Quarterly,What Is a Work? Part 4,10.1300/J104v20n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,creativity_and_production|cultural_stewardship_and_preservation,,,,low
FF2624136B,hillmann1996(FF2624136B).md,1996,1990s,Cataloging & Classification Quarterly,"""Parallel Universes"" or Meaningful Relationships",10.1300/J104v22n03_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
D03833F20A,lu1996(D03833F20A).md,1996,1990s,Cataloging & Classification Quarterly,A Study on the Chinese Romanization Standard in Libraries,10.1300/J104v21n01_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
4D3776E457,mls1996(4D3776E457).md,1996,1990s,Cataloging & Classification Quarterly,An Analysis of Eight RLIN-Members' Authority-Controlled Access Points for Purposes of Speeding Copy Cataloging Work Flow,10.1300/J104v22n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
03DAD3F2CE,ms1996(03DAD3F2CE).md,1996,1990s,Cataloging & Classification Quarterly,Automating the Library of Congress Classification Scheme,10.1300/J104v21n03_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
947CB78EA3,coates1996(947CB78EA3).md,1996,1990s,Cataloging & Classification Quarterly,BC2 and BSO,10.1300/J104v21n02_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
565BAC21CB,ayres1996(565BAC21CB).md,1996,1990s,Cataloging & Classification Quarterly,Bibliographic Management:,10.1300/J104v22n01_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,experimental_study,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,medium
D849024F08,kniesner1996(D849024F08).md,1996,1990s,Cataloging & Classification Quarterly,But Is It an Online Shelflist? Classification Access in Eight OPACs,10.1300/J104v20n04_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,educators,not_applicable,,,,low
76634D72EE,davisbrown1996(76634D72EE).md,1996,1990s,Cataloging & Classification Quarterly,Cataloging at the Library of Congress in the Digital Age,10.1300/J104v22n03_12,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
958EEABF13,brugger1996(958EEABF13).md,1996,1990s,Cataloging & Classification Quarterly,Cataloging for Digital Libraries,10.1300/J104v22n03_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
CA79B9D24B,dillon1996(CA79B9D24B).md,1996,1990s,Cataloging & Classification Quarterly,Cataloging Internet Resources,10.1300/J104v22n03_13,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
92101CDC81,iii1996(92101CDC81).md,1996,1990s,Cataloging & Classification Quarterly,Cataloging Napoleonic Miniatures,10.1300/J104v22n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
4DA60F97F8,olson1996(4DA60F97F8).md,1996,1990s,Cataloging & Classification Quarterly,Cataloging Southeast Asian Language Materials,10.1300/J104v22n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access|community_and_inclusion,not_applicable,cultural_stewardship_and_preservation,,,,low
3E8D8535A8,nicholson1996(3E8D8535A8).md,1996,1990s,Cataloging & Classification Quarterly,CATRIONA,10.1300/J104v22n03_10,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
A244E130C4,bowman1996(A244E130C4).md,1996,1990s,Cataloging & Classification Quarterly,Changing Cataloging Rules in Relation to Changing Patterns of Publication,10.1300/J104v22n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
7CF9E68B03,krieger1996(7CF9E68B03).md,1996,1990s,Cataloging & Classification Quarterly,Characteristics of the 670 Field in Records for Names in the Anglo-American Authority File,10.1300/J104v23n01_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,engagement_and_participation,,,,low
ED0B34D852,liu1996(ED0B34D852).md,1996,1990s,Cataloging & Classification Quarterly,CIP in China:,10.1300/J104v22n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
64E988B6F9,broadbent1996(64E988B6F9).md,1996,1990s,Cataloging & Classification Quarterly,Classification Access in the Online Catalog,10.1300/J104v21n02_14,abstract_only,peer_reviewed_journal_article,peer_reviewed,empirical_study,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
53B9CBD5CE,ziadie1996(53B9CBD5CE).md,1996,1990s,Cataloging & Classification Quarterly,Classification in Libraries and Networks Abroad,10.1300/J104v21n02_11,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
3D424DF97D,phd1996(3D424DF97D).md,1996,1990s,Cataloging & Classification Quarterly,"Classification, Present and Future",10.1300/J104v21n02_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
53933FC15E,hill1996(53933FC15E).md,1996,1990s,Cataloging & Classification Quarterly,Classification-An Administrator's Perspective,10.1300/J104v21n02_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
B4F54BE885,phd1996(B4F54BE885).md,1996,1990s,Cataloging & Classification Quarterly,Comparison of Three Classification Systems for Information on Health Insurance,10.1300/J104v23n02_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
F90BC994A9,martin1996(F90BC994A9).md,1996,1990s,Cataloging & Classification Quarterly,Control of Electronic Resources in Australia,10.1300/J104v22n03_07,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
5BD45EE1AB,ma1996(5BD45EE1AB).md,1996,1990s,Cataloging & Classification Quarterly,Cooperative and Contract Cataloging of Foreign-Language Materials in Academic and Research Libraries,10.1300/J104v21n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
B4A8DC6DE9,lincicum1996(B4A8DC6DE9).md,1996,1990s,Cataloging & Classification Quarterly,Critical Appraisal of the Use of Classification in the Future-Non-Traditional Uses of Classification:,10.1300/J104v21n02_12,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
237F31531A,savic1996(237F31531A).md,1996,1990s,Cataloging & Classification Quarterly,CUTT-x,10.1300/J104v22n02_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
0C39E7E074,mitchell1996(0C39E7E074).md,1996,1990s,Cataloging & Classification Quarterly,DDC 21 and Beyond,10.1300/J104v21n02_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
C095DF1C2C,mcmillan1996(C095DF1C2C).md,1996,1990s,Cataloging & Classification Quarterly,Electronic Theses and Dissertations,10.1300/J104v22n03_09,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,students,not_applicable,,,,low
C834B0E2DE,ma1996(C834B0E2DE).md,1996,1990s,Cataloging & Classification Quarterly,Enhancing Subject and Keyword Access to Periodical Abstracts and Indexes,10.1300/J104v20n04_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
5E4B5526C7,mslis1996(5E4B5526C7).md,1996,1990s,Cataloging & Classification Quarterly,Exploring the Potential for Cooperative Cataloging of Chinese-Language Materials on an International Basis,10.1300/J104v23n02_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
83F6EED14E,phd1996(83F6EED14E).md,1996,1990s,Cataloging & Classification Quarterly,Finding the Forest Among the Trees,10.1300/J104v23n01_05,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
C12F6938C1,studwell1996(C12F6938C1).md,1996,1990s,Cataloging & Classification Quarterly,Half a Lifetime in the Catalogers Chair,10.1300/J104v23n01_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
7ABBBC2444,holley1996(7ABBBC2444).md,1996,1990s,Cataloging & Classification Quarterly,IFLA and International Standards in the Area of Bibliographic Control,10.1300/J104v21n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
A88ECE5407,mandel1996(A88ECE5407).md,1996,1990s,Cataloging & Classification Quarterly,Intellectual Access to Digital Documents,10.1300/J104v22n03_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,equitable_access,,,,low
11695E54C0,stern1996(11695E54C0).md,1996,1990s,Cataloging & Classification Quarterly,Internationalizing the Rules in the AACR2:,10.1300/J104v21n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
3A6113DFCC,edmunds1996(3A6113DFCC).md,1996,1990s,Cataloging & Classification Quarterly,Le dépôt légal,10.1300/J104v21n01_03,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,cultural_stewardship_and_preservation,,,,low
23A556150C,ms1996(23A556150C).md,1996,1990s,Cataloging & Classification Quarterly,Meta-Information Structures for Networked Information Resources,10.1300/J104v21n03_08,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
1FACE1E0DA,caplan1996(1FACE1E0DA).md,1996,1990s,Cataloging & Classification Quarterly,Metadata for Internet Resources,10.1300/J104v22n03_04,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,discovery_and_advisory|programming_and_facilitation,not_applicable,not_applicable,,,,low
B0F764F633,phd1996(B0F764F633).md,1996,1990s,Cataloging & Classification Quarterly,New Roles for Classification in Libraries and Information Networks,10.1300/J104v21n02_02,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,not_applicable,not_applicable,,,,low
58D344785C,mls1996(58D344785C).md,1996,1990s,Cataloging & Classification Quarterly,Outsourcing,10.1300/J104v23n02_06,abstract_only,peer_reviewed_journal_article,peer_reviewed,theoretical_or_conceptual,unspecified,unspecified_library_context,unspecified_game_format,collections_and_access,educators,not_applicable,,,,low
