article_id,year,decade,journal,title
762DDD7FF7,2010,2010s,Cataloging & Classification Quarterly,Cataloging and Archiving State Government Publications
01BF279794,2010,2010s,Cataloging & Classification Quarterly,Cataloging Seventeenth- and Eighteenth-Century German Dissertations: Guidelines and Observations
E7713727D8,2010,2010s,Cataloging & Classification Quarterly,Cooperative Cataloging at the Intersection of Tradition and Transformation: Possible Futures for the Program for Cooperative Cataloging
DE67A2869F,2010,2010s,Cataloging & Classification Quarterly,Cooperative Cataloging in a Post-OPAC World
B6E71A8A08,2010,2010s,Cataloging & Classification Quarterly,Doing More with More: The UC CONSER Funnel Experience
9E2BE89057,2010,2010s,Cataloging & Classification Quarterly,From ABC to http: The Effervescent Evolution of Indexing for Audiovisual Materials
1A31E1B091,2010,2010s,Cataloging & Classification Quarterly,Hidden in Plain Sight? Records for On-Demand Academic Public Lectures in OCLC WorldCat: A Survey
0BD71C40B9,2010,2010s,Cataloging & Classification Quarterly,History of the Representation of the DDC in the MARC Classification Format
0DEBB8E0A3,2010,2010s,Cataloging & Classification Quarterly,Incorporating Facets into Social Tagging Applications: An Analysis of Current Trends
FD3E81C8A5,2010,2010s,Cataloging & Classification Quarterly,Integrating Enhance and NACO Work into Pre-Professional Experiences: A Successful Strategy for All
0489B14094,2010,2010s,Cataloging & Classification Quarterly,Integrating Metadata Creation into Catalog Workflow
9BDF51D47E,2010,2010s,Cataloging & Classification Quarterly,Is There a Catalog in Your Future? Access to Information in the Year 2006
79BFEFBE50,2010,2010s,Cataloging & Classification Quarterly,Lessons Learned from EIAH Metadata Application Profile (EMAP)
1815109C60,2010,2010s,Cataloging & Classification Quarterly,Many Fingers in the Pie: Improving Master Records in the OCLC Database: The Enhance Program
D4B83FF754,2010,2010s,Cataloging & Classification Quarterly,"Match Point: Duplication and the Scholarly Record: The Online Catalogue and Repository Interoperability Study (OCRIS), and Its Findings on Duplication and Authority Control in OPACs and IRs"
779E815FB9,2010,2010s,Cataloging & Classification Quarterly,Metadata Practices in Academic and Non-Academic Libraries for Digital Projects: A Survey
24A846479E,2010,2010s,Cataloging & Classification Quarterly,"Metadata Quality Control in Digital Repositories and Collections: Criteria, Semantics, and Mechanisms"
E417C2F4A9,2010,2010s,Cataloging & Classification Quarterly,"Mountains to Molehills: The Past, Present, and Future of Cataloging Backlogs"
7C5B78DCBA,2010,2010s,Cataloging & Classification Quarterly,Nancy J. Williamson and the International Society for Knowledge Organization (ISKO)
061325B162,2010,2010s,Cataloging & Classification Quarterly,National Union Catalog of Manuscript Collections (NUCMC)
47ABC03E7D,2010,2010s,Cataloging & Classification Quarterly,Next Generation OPACs: A Cataloging Viewpoint
00792226A8,2010,2010s,Cataloging & Classification Quarterly,OCLC WorldCat as a Cooperative Catalog
F6F70162DA,2010,2010s,Cataloging & Classification Quarterly,Program for Cooperative Cataloging: BIBCO Records: Analysis of Quality
4FFD5FB7FE,2010,2010s,Cataloging & Classification Quarterly,Program for Cooperative Cataloging: The Indiana Experience
6464DD3A46,2010,2010s,Cataloging & Classification Quarterly,"Re-Visioning Technical Services: A Unique Opportunity to Examine the Past, Access the Present, and Create a Better Future"
FE57DEAF9F,2010,2010s,Cataloging & Classification Quarterly,"Re: Hoffman, Gretchen L., “Meeting Users’ Needs in Cataloging: What is the Right Thing to Do?” CCQ 47, no. 7 (2009), pp. 631–641"
1AAF44789F,2010,2010s,Cataloging & Classification Quarterly,"Re: Seikel, Michele, “No More Romanizing,” CCQ 47, no. 8 (2009), p. 747"
CC8DD215C3,2010,2010s,Cataloging & Classification Quarterly,Record Authentication as a Barrier: Reflections on Returning to CONSER
7D301A54C0,2010,2010s,Cataloging & Classification Quarterly,Relevance Recognized: Value-Added Cataloging for Departmental and Digital Collections
3CA86E4A0A,2010,2010s,Cataloging & Classification Quarterly,"Response to Barbara Tillett, Re: “Meeting Users’ Needs in Cataloging: What is the Right Thing to Do?”"
25184045C4,2010,2010s,Cataloging & Classification Quarterly,Sharing Cataloging Expertise: Options for Libraries to Share Their Skilled Catalogers with Other Libraries
22E639C9B1,2010,2010s,Cataloging & Classification Quarterly,"Teaching Classification, 1990–2010"
6D88E4C26E,2010,2010s,Cataloging & Classification Quarterly,The Cello Music Cataloger as Program Builder
5FFC7B8275,2010,2010s,Cataloging & Classification Quarterly,The DeathFlip Project: Automating Death Date Revisions to Name Headings in Bibliographic Records
45BACD7DEE,2010,2010s,Cataloging & Classification Quarterly,The Expansion of Cataloging to Cover the Digital Object Landscape
D5873FA68B,2010,2010s,Cataloging & Classification Quarterly,"The Future of Cooperative Cataloging: Curve, Fork, or Impasse?"
0085498B97,2010,2010s,Cataloging & Classification Quarterly,The ISSN Network as an Example of International Cooperative Cataloging
90E5923C54,2010,2010s,Cataloging & Classification Quarterly,"The Road to CONSER—Taken by the Health Sciences Library System, University of Pittsburgh"
71B46D0492,2010,2010s,Cataloging & Classification Quarterly,The SACO Program in the Lives of Our Institutions
763F196856,2010,2010s,Cataloging & Classification Quarterly,Thema and FRBR's Third Group
AFC8A5DF07,2010,2010s,Cataloging & Classification Quarterly,Thomas Mann's Contributions to Current Library Debates on Cataloging and Bibliographic Control
4A387E910D,2010,2010s,Cataloging & Classification Quarterly,Transgender Subject Access: History and Current Practice
48303AD958,2010,2010s,Cataloging & Classification Quarterly,Universal Bibliographic Control and the Quest for a Universally Acceptable Subject Arrangement
588FA76393,2010,2010s,Cataloging & Classification Quarterly,Using the Balanced Scorecard for Strategic Operation of the Cataloging Department
A6CD2FADAB,2010,2010s,Cataloging & Classification Quarterly,What's in a Name?
D73262BC52,2010,2010s,Cataloging & Classification Quarterly,"“Is There a Catalog in Your Future?” Celebrating Nancy J. Williamson: Scholar, Educator, Colleague, Mentor"
AF39ED76C3,2011,2010s,Cataloging & Classification Quarterly,A Fistful of Headings: Name Authority Control for Video Recordings
4CBC1930F8,2011,2010s,Cataloging & Classification Quarterly,A Reveiw of “Collection-Level Cataloging: Bound-with Books”
6A9A9DE8FC,2011,2010s,Cataloging & Classification Quarterly,A Review of “Abstracts and Abstracting: A Genre and Set of Skills for the Twenty-First Century”
92FC48A19D,2011,2010s,Cataloging & Classification Quarterly,A Review of “Cataloging Correctly for Kids: An Introduction to the Tools”
EB65349D8D,2011,2010s,Cataloging & Classification Quarterly,A Review of “Conversations with Catalogers in the 21st Century”
5DB42D7836,2011,2010s,Cataloging & Classification Quarterly,"A Review of “Describing Electronic, Digital and Other Media Using AACR2 and RDA”"
9A9B25C134,2011,2010s,Cataloging & Classification Quarterly,A Review of “Implementing FRBR in Libraries: Key Issues and Future Directions”
5205677735,2011,2010s,Cataloging & Classification Quarterly,A Review of “RDA Vocabularies for a Twenty-First-Century Data Environment”
EC7BC42343,2011,2010s,Cataloging & Classification Quarterly,A Review of “Understanding the Semantic Web: Bibliographic Data and Metadata”
08206B98A3,2011,2010s,Cataloging & Classification Quarterly,A Survey of Catalogue Use by Engineering Students in Nigerian Universities
DABB8D5F3E,2011,2010s,Cataloging & Classification Quarterly,"Abbreviations, Full Spellings, and Searchers’ Preferences"
B9F33DCF2B,2011,2010s,Cataloging & Classification Quarterly,An Assessment of the Need to Provide Non-Roman Subject Access to the Library Online Catalog
214A76BD94,2011,2010s,Cataloging & Classification Quarterly,An Interview with Joseph Miller
B9638F9256,2011,2010s,Cataloging & Classification Quarterly,Author Identifiers: Introducing Several Approaches
F3116B05BF,2011,2010s,Cataloging & Classification Quarterly,Authors in the Mathematical Reviews/MathSciNet Database
BD13192F75,2011,2010s,Cataloging & Classification Quarterly,"Brian Vickery, September 11, 1918–October 17, 2009"
BD43DFF46B,2011,2010s,Cataloging & Classification Quarterly,"Catalogue Use in Ladoke Akintola University of Technology Library, Ogbomoso, Nigeria"
62C8ECE92B,2011,2010s,Cataloging & Classification Quarterly,Consortial Cataloging Guidelines for Electronic Resources: I-Share Survey and Recommendations
9877E8131C,2011,2010s,Cataloging & Classification Quarterly,Cooperative e-Book Cataloging in the OhioLINK Library Consortium
F7B67C4B28,2011,2010s,Cataloging & Classification Quarterly,Do Provenance-Based Classification Schemes Have a Role in Libraries and Information Centres? The Case of Classifying Government Publications
061C7B14EB,2011,2010s,Cataloging & Classification Quarterly,End of the Line?: A Case Study of a Cataloging Department Achieving BIBCO Status
8FDB690FEA,2011,2010s,Cataloging & Classification Quarterly,Ethical Considerations in Classification Practice: A Case Study Using Creationism and Intelligent Design
E2FF3A9F37,2011,2010s,Cataloging & Classification Quarterly,From Testing to Implementation: Managing Full-Scale RDA Adoption at the University of Chicago
4418780ED3,2011,2010s,Cataloging & Classification Quarterly,Google Book Search and Metadata
425AF2FBD7,2011,2010s,Cataloging & Classification Quarterly,Is There a Future for Library Catalogers?
470D023717,2011,2010s,Cataloging & Classification Quarterly,Is There a New Bibliography?
A9033DBB6A,2011,2010s,Cataloging & Classification Quarterly,It's about Time!: Temporal Aspects of Metadata Management in the Work of Isabelle Boydens
AE1982923C,2011,2010s,Cataloging & Classification Quarterly,Knowledge Organization in Knowledge Management Systems of Global Consulting Firms
7043A249C6,2011,2010s,Cataloging & Classification Quarterly,"Modified Hepburn Romanization System in Japanese Language Cataloging: Where to Look, What to Follow"
0CF5588C97,2011,2010s,Cataloging & Classification Quarterly,Name Disambiguation—Learning From More User-Friendly Models
3B9A7645C7,2011,2010s,Cataloging & Classification Quarterly,New Cataloger Preparedness: Interviews With New Professionals in Academic Libraries
C015914119,2011,2010s,Cataloging & Classification Quarterly,Participation in the U.S. RDA Test Program Helped Transform Work Habits at George Washington University Libraries
6E1E174027,2011,2010s,Cataloging & Classification Quarterly,Party Identifiers
036B0A4D1A,2011,2010s,Cataloging & Classification Quarterly,RDA Testing in Triplicate: Kent State University's Experiences with RDA Testing
DA5635D0E0,2011,2010s,Cataloging & Classification Quarterly,Reclassification in Academic Research Libraries: Is It Still Relevant in an E-Book World?
5937BCD147,2011,2010s,Cataloging & Classification Quarterly,Results of the CRCC Informal RDA Testing Task Force
47B89DE3AE,2011,2010s,Cataloging & Classification Quarterly,Special Collections and Archives Code (SPAC): Preserving Provenance in a Bibliographic Catalog
865BB3BE75,2011,2010s,Cataloging & Classification Quarterly,Testing RDA at Dominican University's Graduate School of Library and Information Science: The Students’ Perspectives
1736CB348D,2011,2010s,Cataloging & Classification Quarterly,Testing Resource Description and Access (RDA) with Non-MARC Metadata Standards
0FDE942215,2011,2010s,Cataloging & Classification Quarterly,The Author Challenge: Identification of Self in the Scholarly Literature
6233807FCF,2011,2010s,Cataloging & Classification Quarterly,The Effect of Next-Generation Catalogs on Catalogers and Cataloging Functions in Academic Libraries
1E74F8A03A,2011,2010s,Cataloging & Classification Quarterly,The FRBR Family of Models
491CA25FDB,2011,2010s,Cataloging & Classification Quarterly,The RDA Test and Hebraica Cataloging: Applying RDA in One Cataloging Community
B017724087,2011,2010s,Cataloging & Classification Quarterly,Training for the U.S. RDA Test
5C5E022CB6,2011,2010s,Cataloging & Classification Quarterly,Who's Doing What? Findability and Author-Supplied ETD Metadata in the Library Catalog
9ADD452533,2012,2010s,Cataloging & Classification Quarterly,A Cataloger's Resolution to Become More Creative: How and Why
C508FBDE91,2012,2010s,Cataloging & Classification Quarterly,A New Cataloging Curriculum in a Time of Innovation: Exploring a Modular Approach to Online Delivery
2A5A1BBDF3,2012,2010s,Cataloging & Classification Quarterly,A Review of “Introducing RDA: A Guide to the Basics”
1B58A7AA97,2012,2010s,Cataloging & Classification Quarterly,A Review of “Managing Image Collections: A Practical Guide”
6E94C693FE,2012,2010s,Cataloging & Classification Quarterly,"A Review of “Paper Machines: About Cards & Catalogs, 1548-1929”"
5B7DDAF3F4,2012,2010s,Cataloging & Classification Quarterly,A Review of “Streaming Guide to Cataloging Remote Access Multimedia: A How-To Virtual Manual For Catalogers”
534F5B501E,2012,2010s,Cataloging & Classification Quarterly,"A Review of “Structures for Organizing Knowledge: Exploring Taxonomies, Ontologies, and Other Schemas”"
9CA92D4F82,2012,2010s,Cataloging & Classification Quarterly,A Review of “Subject Headings for School and Public Libraries”
BF1694DDFE,2012,2010s,Cataloging & Classification Quarterly,"A Review of “Summer School in the Study of Old Books: Zadar, Croatia, 28th September to 2nd October 2009: Proceedings”"
F380EA7B37,2012,2010s,Cataloging & Classification Quarterly,A Strange Model Named FRBROO
F62235F4AE,2012,2010s,Cataloging & Classification Quarterly,Analysis of Work-to-Work Bibliographic Relationships through FRBR: A Canadian Perspective
EB2F977B0D,2012,2010s,Cataloging & Classification Quarterly,Arrangement of FRBR Entities in Colon Classification Call Numbers
F5F06C9CE2,2012,2010s,Cataloging & Classification Quarterly,"Be Careful What You Wish For: FRBR, Some Lacunae, A Review"
B816777BDA,2012,2010s,Cataloging & Classification Quarterly,Benefits of Batch Reclamation: The Kent State University Libraries Experience
EB31E9760F,2012,2010s,Cataloging & Classification Quarterly,Cataloguing and Classification Education in Gulf Cooperation Council (GCC) Countries
8E5D037855,2012,2010s,Cataloging & Classification Quarterly,Changes for 2012
E1676C8D69,2012,2010s,Cataloging & Classification Quarterly,"Classification and Indexing in Yeshiva Libraries: Analysis of the Systems, Their Sources and Development"
2E01CC199C,2012,2010s,Cataloging & Classification Quarterly,Composing in Real Time: Jazz Performances as “Works” in the FRBR Model
4D3F5D1EB2,2012,2010s,Cataloging & Classification Quarterly,Conceptualizations of the Cataloging Object: A Critique on Current Perceptions of FRBR Group 1 Entities
8057ADDC09,2012,2010s,Cataloging & Classification Quarterly,Creating Provider-Neutral Records for E-Books
B05C051C8F,2012,2010s,Cataloging & Classification Quarterly,Data Aggregation and Dissemination of Authority Records through Linked Open Data in a European Context
25E4E19B72,2012,2010s,Cataloging & Classification Quarterly,Evaluation of RDA as an Implementation of FRBR and FRAD
78F71F7BF6,2012,2010s,Cataloging & Classification Quarterly,FRBR and Linked Data: Connecting FRBR and Linked Data
F7E49C8513,2012,2010s,Cataloging & Classification Quarterly,FRBR Entities: Identity and Identification
ABB7A961FD,2012,2010s,Cataloging & Classification Quarterly,FRBR/FRAD and Eva Verona's Cataloging Code: Toward the Future Development of Croatian Cataloging Code
88C76D3495,2012,2010s,Cataloging & Classification Quarterly,FRBRizing Bibliographic Records Focusing on Identifiers and Role Indicators in the Korean Cataloging Environment
39BCD13C41,2012,2010s,Cataloging & Classification Quarterly,FRBR—The MAB2 Perspective
2A56D8CA54,2012,2010s,Cataloging & Classification Quarterly,From the Comfort of Your Office: Facilitating Learner-Centered Continuing Education in the Online Environment
04A83BDDA6,2012,2010s,Cataloging & Classification Quarterly,From the FRBR Model to the Italian Cataloging Code (and Vice Versa?)
8210995201,2012,2010s,Cataloging & Classification Quarterly,FRSAD and the Ontology of Subjects of Works
BF78780BF0,2012,2010s,Cataloging & Classification Quarterly,Identifying Works of Japanese Classics for Construction of FRBRized OPACs
FCFE269715,2012,2010s,Cataloging & Classification Quarterly,Implementing FRBR to Improve Retrieval of In-House Information in a Medium-Sized International Institute
8F959B7997,2012,2010s,Cataloging & Classification Quarterly,"IT, That Obscure Object of Desire: On French Anthropology, Museum Visitors, Airplane Cockpits, RDA, and the Next Generation Catalog"
D51663FD14,2012,2010s,Cataloging & Classification Quarterly,"Item, Document, Carrier: An Object Oriented Approach"
58547C3A40,2012,2010s,Cataloging & Classification Quarterly,Library of Congress Classification: Teddy Roosevelt's World in Numbers?
D0C469079D,2012,2010s,Cataloging & Classification Quarterly,Mapping Relationships: Examining Bibliographic Relationships in Sheet Maps from Tillett to RDA
610CF25E73,2012,2010s,Cataloging & Classification Quarterly,Modeling Aggregates in FRBR
B6BB6150E2,2012,2010s,Cataloging & Classification Quarterly,One Practitioner's Perspective on Online Cataloging Education
A96D7D595A,2012,2010s,Cataloging & Classification Quarterly,Online Cataloging Education at the University of Wisconsin–Milwaukee
B6A877AA99,2012,2010s,Cataloging & Classification Quarterly,PCC Practice for Assigning Uniform Titles for Motion Pictures: Principle versus Practice
AEB3401E78,2012,2010s,Cataloging & Classification Quarterly,Providing Access to E-Audiobooks: Help from the Non-Cataloger
087B7616EE,2012,2010s,Cataloging & Classification Quarterly,RDA Simplified
97D9F6C094,2012,2010s,Cataloging & Classification Quarterly,Representing the FR Family in the Semantic Web
0B76E247E6,2012,2010s,Cataloging & Classification Quarterly,The Aphasia of Modern Subject Access
03AA0A7200,2012,2010s,Cataloging & Classification Quarterly,"The Common Gaze: Conversations with Cataloging Instructors about Teaching Online at the Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign"
FD3876FA77,2012,2010s,Cataloging & Classification Quarterly,The Contribution of FRBR to the Identification of Bibliographic Relationships: The New RDA-Based Ways of Representing Relationships in Catalogs
10BD6DC0DB,2012,2010s,Cataloging & Classification Quarterly,The Faceted Catalog as a Tool for Searching Monographic Series: Usability Study of Lens
D92233197B,2012,2010s,Cataloging & Classification Quarterly,The VTLS Implementation of FRBR
2E128D9D3F,2012,2010s,Cataloging & Classification Quarterly,Uniqueness Matters: Author-Supplied Keywords and LCSH in the Library Catalog
7EC27D1780,2012,2010s,Cataloging & Classification Quarterly,Using Internet Resources to Research Dates of Birth and Death of Relatively Obscure Individuals for Inclusion in Name Authority Records
B8E65253DD,2012,2010s,Cataloging & Classification Quarterly,Using the Quality Matters Rubric to Improve Online Cataloging Courses
BB40FBF612,2012,2010s,Cataloging & Classification Quarterly,Viewing RDA from FRBR and FRAD: Does RDA Represent a Different Conceptual Model?
BCD239490C,2012,2010s,Cataloging & Classification Quarterly,What Do Users Tell Us about FRBR-Based Catalogs?
93DC780AB5,2012,2010s,Cataloging & Classification Quarterly,Why Change to the Chinese Classification Scheme? A Case Study in an Academic Library
A727D3AD5A,2012,2010s,Cataloging & Classification Quarterly,YouTube: Applying FRBR and Exploring the Multiple Description Coding Compression Model
8FBD048C6A,2012,2010s,Cataloging & Classification Quarterly,“Here be Dragons”: A Wayfinding Approach to Teaching Cataloguing
DC03166212,2013,2010s,Cataloging & Classification Quarterly,A Review of “Demystifying Serials Cataloging: A Book of Examples”
4216C63B9B,2013,2010s,Cataloging & Classification Quarterly,A Review of “Indexing and Retrieval of Non-Text Information”
D59FE8B843,2013,2010s,Cataloging & Classification Quarterly,A Review of “Information Resource Description: Creating and Managing Metadata”
4C2CF8E08A,2013,2010s,Cataloging & Classification Quarterly,A Review of “Library Classification Trends In The 21St Century”
706C0FFB47,2013,2010s,Cataloging & Classification Quarterly,A Review of “Logic And The Organization Of Information”
4E50548F97,2013,2010s,Cataloging & Classification Quarterly,"A Review of “Practical Cataloguing: AACR2, RDA and MARC 21”"
B354044A1A,2013,2010s,Cataloging & Classification Quarterly,A Review of “Practical Strategies for Cataloging Departments”
9C80DEBB7C,2013,2010s,Cataloging & Classification Quarterly,"A Review of “Theoretical Foundations for Digital Libraries: The 5S (Societies, Scenarios, Spaces, Structures, Streams) Approach”"
0B110BD073,2013,2010s,Cataloging & Classification Quarterly,Aggregate and Component Entities in RDA: Model and Description
A36FF2CADD,2013,2010s,Cataloging & Classification Quarterly,Analysis of FRBR User Tasks
988814C8C0,2013,2010s,Cataloging & Classification Quarterly,Author Biographies
E84B2A7003,2013,2010s,Cataloging & Classification Quarterly,Building Cataloging Capacity for Libraries in South Sudan: A North–South–South Collaboration
5579AE5F98,2013,2010s,Cataloging & Classification Quarterly,Catalogers Unite! Creating Documentation through Collaboration
B3A540A1D3,2013,2010s,Cataloging & Classification Quarterly,Cataloging in a Remote Location: A Case Study of International Collaboration in the Galapagos Islands
62E5611F6C,2013,2010s,Cataloging & Classification Quarterly,Cataloging on Receipt for Monographs: Merging Cataloging and Acquisitions Functions at UCLA
82D60267E3,2013,2010s,Cataloging & Classification Quarterly,Classifying The Pseudo-Turpin Chronicle
4DD2B2EB59,2013,2010s,Cataloging & Classification Quarterly,Collaborating Over the Centuries: Creating the What Middletown Read Database
5262F02098,2013,2010s,Cataloging & Classification Quarterly,Collaborating with Information Technology: Implementing Web Search at the University of New Mexico
32FE91E4E7,2013,2010s,Cataloging & Classification Quarterly,Collaboration at the Troy University Libraries
A63FD0FE33,2013,2010s,Cataloging & Classification Quarterly,Collaborative Batch Creation for Open Access E-Books: A Case Study
792877967B,2013,2010s,Cataloging & Classification Quarterly,"Collaborative Cataloging within a Centralized Network: The Case of the University of the West Indies, Mona Campus"
C9552A13F9,2013,2010s,Cataloging & Classification Quarterly,Collaborative Initiatives in Error Handling and Bibliographic Maintenance: Use of Electronic Distribution Lists and Related Resources
C28A6ACE89,2013,2010s,Cataloging & Classification Quarterly,Correlations between Title Keywords and LCSH Terms and Their Implication for Fast-Track Cataloging
CF5DCD582A,2013,2010s,Cataloging & Classification Quarterly,Corrigendum
31C48BA28B,2013,2010s,Cataloging & Classification Quarterly,Developing Best Practices for Technical Services Cross-Institutional Collaboration
F7BBB28A19,2013,2010s,Cataloging & Classification Quarterly,Editorial Board EOV
1816EB21D6,2013,2010s,Cataloging & Classification Quarterly,Evolving Landscape in Name Authority Control
E7F3B0B646,2013,2010s,Cataloging & Classification Quarterly,Examining Scientific Vocabulary: Mapping Controlled Vocabularies with Free Text Keywords
9E55F1DDEF,2013,2010s,Cataloging & Classification Quarterly,"Four Views of a Novel: Characteristics of Novels as Described by Publishers, Librarians, Literary Theorists, and Readers"
CA7297AD5A,2013,2010s,Cataloging & Classification Quarterly,General Notes in Catalog Records versus FRBR User Tasks
9533CD8AE3,2013,2010s,Cataloging & Classification Quarterly,Hierarchical Relationships in the Bibliographic Universe
8E7AB88EE3,2013,2010s,Cataloging & Classification Quarterly,Integrating Image-Based Research Datasets into an Existing Digital Repository Infrastructure
CF309CBE01,2013,2010s,Cataloging & Classification Quarterly,It Takes a Village: Developing Library of Congress Genre/Form Terms
2DA823E5E7,2013,2010s,Cataloging & Classification Quarterly,Jakobsonian Library Science? A Response to David Bade
9DB5642922,2013,2010s,Cataloging & Classification Quarterly,Jakobsonian Library Science? A Response to Jonathan Tuttle's Article “The Aphasia of Modern Subject Access”
15DC110528,2013,2010s,Cataloging & Classification Quarterly,Job Satisfaction among Cataloger Librarians in University Libraries in Nigeria
BB5B16B97B,2013,2010s,Cataloging & Classification Quarterly,Merging Catalogs: Creating a Shared Bibliographic Environment for the State University Libraries of Florida
E3982879C1,2013,2010s,Cataloging & Classification Quarterly,Name Authority Work in Public Libraries
2C41F39AA0,2013,2010s,Cataloging & Classification Quarterly,Partners in Collaborative Cataloging: The U.S. Government Printing Office and the University of Montana
FF822F15A9,2013,2010s,Cataloging & Classification Quarterly,PCC Practice for Assigning Uniform Titles for Television Programs: Principle versus Practice
13C17EDE32,2013,2010s,Cataloging & Classification Quarterly,Public and Academic Library Cataloging Collaboration in Ohio's NACO Funnel Project
762F6FA811,2013,2010s,Cataloging & Classification Quarterly,Subject Headings in Spanish: The lcsh-es.org Bilingual Database
3707C0C9BF,2013,2010s,Cataloging & Classification Quarterly,Subject Indexing Trends in Libraries of the National Autonomous University of Mexico (UNAM)
096217CE46,2013,2010s,Cataloging & Classification Quarterly,"The Development and Application of U.S. Descriptive Standards for Archives, Historical Manuscripts, and Rare Books"
A49A51D41A,2013,2010s,Cataloging & Classification Quarterly,The Electronic Cataloging in Publication Cataloging Partnership Program: A Model for Cooperative Cataloging for the Twenty-First Century
16098D7149,2013,2010s,Cataloging & Classification Quarterly,The ILS as Outreach: Cataloging Campus Partner Collections
0ED35AA34F,2013,2010s,Cataloging & Classification Quarterly,The International Standard Name Identifier (ISNI): The Evolving Future of Name Authority Control
F37935CEA2,2013,2010s,Cataloging & Classification Quarterly,The Relationship of Metadata to Item Circulation
D2CC1A112D,2013,2010s,Cataloging & Classification Quarterly,The Road to BIBFRAME: The Evolution of the Idea of Bibliographic Transition into a Post-MARC Future
6D7CB64CD9,2013,2010s,Cataloging & Classification Quarterly,The UNC–Chapel Hill RDA Boot Camp: Preparing LIS Students for Emerging Topics in Cataloging and Metadata
0F71DD575E,2013,2010s,Cataloging & Classification Quarterly,The Use of RDA Elements in Support of FRBR User Tasks
F2E977B7CB,2013,2010s,Cataloging & Classification Quarterly,The Value of Collaboration and Partnerships in Cataloging
F810CFAC37,2013,2010s,Cataloging & Classification Quarterly,Theory versus Practice in Cataloging Education in Oman: Students’ Perspectives
4AC6EE9B6C,2013,2010s,Cataloging & Classification Quarterly,Topic Map as a Method for the Development of Subject Headings Vocabulary: An Introduction to the Project of the National Library of Poland
E874091F8F,2013,2010s,Cataloging & Classification Quarterly,Tracing the Conceptions and Treatment of Genre in Anglo-American Cataloging
62BF177507,2013,2010s,Cataloging & Classification Quarterly,Understanding RDA as a DC Application Profile
17497881EF,2013,2010s,Cataloging & Classification Quarterly,User Tasks in the RDA-Based Model
09A9CD48A5,2013,2010s,Cataloging & Classification Quarterly,Using Linked Open Data to Enhance Subject Access in Online Primary Sources
1CA8F2FFC0,2013,2010s,Cataloging & Classification Quarterly,“Insourcing” of Cataloging in a Consortial Environment: The UC Santa Barbara–UC San Diego Music Copy Cataloging Project
FEA2BE6893,2014,2010s,Cataloging & Classification Quarterly,A Review of the Literature on Elazar's Classification System for Libraries of Judaica
24249CF383,2014,2010s,Cataloging & Classification Quarterly,A Review of “Bibliography Complex: Fundamentals of Librarianship and Knowledge Management”
E43E3B5E0D,2014,2010s,Cataloging & Classification Quarterly,A Review of “Catalogue 2.0: The Future of the Library Catalogue”
B6A03365E9,2014,2010s,Cataloging & Classification Quarterly,A Review of “Demystifying FRAD: Functional Requirements for Authority Data”
D0F274A0A2,2014,2010s,Cataloging & Classification Quarterly,A Review of “FRSAD: Conceptual Modeling of Aboutness”
E254886055,2014,2010s,Cataloging & Classification Quarterly,A Review of “Indexing: From Thesauri to the Semantic Web”
A4BDE898E4,2014,2010s,Cataloging & Classification Quarterly,A Review of “Introduction to Indexing and Abstracting”
365F00C5AF,2014,2010s,Cataloging & Classification Quarterly,A Review of “RDA Workshop I: Cataloging Books (Print & Electronic): Booklet”
C67359EC18,2014,2010s,Cataloging & Classification Quarterly,"A Review of “The Survey of Academic Library Cataloging Practices, 2013 Edition”"
D0CA37706B,2014,2010s,Cataloging & Classification Quarterly,Acceptance and Viewpoint of Iranian Catalogers Regarding RDA: The Case of the National Library and Archive of Iran
DE7941C02E,2014,2010s,Cataloging & Classification Quarterly,Are Philippine Librarians Ready for Resource Description and Access (RDA)? The Mindanao Experience
70A7C261EA,2014,2010s,Cataloging & Classification Quarterly,ARL Cataloger Librarian Roles and Responsibilities Now and In the Future
30EEE0894E,2014,2010s,Cataloging & Classification Quarterly,"Awareness, Perceptions, and Expectations of Academic Librarians in Turkey about Resource Description and Access (RDA)"
6391DDB091,2014,2010s,Cataloging & Classification Quarterly,"Beyond Content, Media, and Carrier: RDA Carrier Characteristics"
6FD830900E,2014,2010s,Cataloging & Classification Quarterly,Biographical Notes
B0AE7CDF10,2014,2010s,Cataloging & Classification Quarterly,Bits and Pieces of Information: Bibliographic Modeling of Transmedia
A6E0E55B73,2014,2010s,Cataloging & Classification Quarterly,Can Indexing Be Automated? The Example of the Deutsche Nationalbibliothek
0234F4FF4F,2014,2010s,Cataloging & Classification Quarterly,Catalogers’ Perceptions and Use of Social Media and Conventional Information Sources for Professional Development
F84D4405CA,2014,2010s,Cataloging & Classification Quarterly,China's Road to RDA
67F0BFB1FB,2014,2010s,Cataloging & Classification Quarterly,Complementarity in Subject Metadata in Large-Scale Digital Libraries: A Comparative Analysis
DA8FE34343,2014,2010s,Cataloging & Classification Quarterly,"Consolidated Edition of ISBD, International Standard Bibliographic Description: A Standard to Trust, a Quality Brand"
26EB101B21,2014,2010s,Cataloging & Classification Quarterly,Developing a Data Identifier Taxonomy
3EB5258511,2014,2010s,Cataloging & Classification Quarterly,Essential Library of Congress Subject Headings
6AEB547FD9,2014,2010s,Cataloging & Classification Quarterly,"Global Interoperability and Linked Data in Libraries, Special Issue"
